,0
33000,1.4713221214137187
33001,1.7683462187803465
33002,0.4631133013042035
33003,1.603371079483175
33004,2.9394455607867616
33005,0.50183267097085
33006,1.1312156499689694
33007,2.2259222835431705
33008,0.8709479242972292
33009,1.4912648195892126
33010,0.10560246862398215
33011,1.4133777418522395
33012,0.5823346653946557
33013,0.5270617961056753
33014,0.8715634996578524
33015,2.27766638859783
33016,19.916435362818767
33017,0.2694143019947342
33018,0.7587812393155507
33019,0.4636837105129195
33020,0.9815187038507746
33021,0.34996965413771186
33022,0.2944258316915681
33023,2.482722558505649
33024,0.9161899730180977
33025,0.7877109268490206
33026,2.2393123602643494
33027,0.4688676330844281
33028,1.9282607361921091
33029,1.1991211602156984
33030,0.9753817378487781
33031,3.1723407738265363
33032,1.2725034693338648
33033,0.8365486947735462
33034,1.4716736937363133
33035,1.769267522260242
33036,0.30844789396161876
33037,0.8074581711527062
33038,2.709029658467004
33039,2.692551162952129
33040,0.34017851059758986
33041,1.0123654916041613
33042,0.916469780610985
33043,2.1842344684944406
33044,0.656222403299249
33045,0.9759512557095145
33046,1.5863071195620122
33047,0.5710386602956201
33048,0.5743262634277309
33049,0.6457514220898729
33050,0.17782789467507668
33051,2.5945110517118772
33052,1.4581240218930767
33053,1.8325467167035683
33054,0.8246490528522312
33055,0.5470986697955269
33056,1.1095295207742941
33057,0.8117475571290433
33058,0.7904937978533938
33059,0.9001447553645939
33060,0.7248019538270086
33061,1.1218531453673921
33062,1.2144562741100722
33063,3.434812172675028
33064,1.092916130952768
33065,1.1616468541938707
33066,3.2218289064345265
33067,2.042111023429828
33068,0.7862745037774358
33069,1.0931799771252921
33070,0.9447473224956979
33071,1.0963851071796051
33072,1.017205413110124
33073,0.24746712648909328
33074,1.3797111959778545
33075,0.6847657020984361
33076,0.4992889530346461
33077,1.8907382174823795
33078,1.086653401697423
33079,0.804572936530562
33080,0.5191072170992681
33081,1.0029477521521006
33082,0.44406950552247454
33083,2.276396231721833
33084,1.1711490517365224
33085,0.7054323859057974
33086,2.755880336601292
33087,0.7491066265555089
33088,10.76905228894402
33089,0.7976227753951521
33090,0.49200629782614985
33091,2.1017215349704577
33092,0.6436198684807615
33093,1.1526676404923135
33094,0.22520660286992467
33095,0.9733150329557878
33096,0.4355226017130732
33097,1.5414053515446389
33098,0.7880204527205489
33099,0.45795625788828737
33100,1.8162249513272573
33101,0.5824373957948055
33102,0.40941592980367764
33103,2.2746136235558816
33104,0.8619831214679048
33105,2.2053763379908937
33106,0.8587241579965171
33107,1.7657413937006912
33108,0.39044778908304206
33109,0.40047973388977015
33110,0.7112396475536923
33111,0.17661226939695263
33112,2.562270413892332
33113,1.5467382689171236
33114,0.730430102349927
33115,3.491399229931867
33116,0.16083504299373572
33117,0.5676659504710456
33118,2.5997921131476995
33119,1.24627979320963
33120,1.6576449862831133
33121,2.033899053139876
33122,0.9652741902892263
33123,0.20530262860634074
33124,2.1597681044546073
33125,0.8882996515318856
33126,1.1376791948178016
33127,0.5730614131693238
33128,0.2875932691702391
33129,2.086061149075196
33130,0.6946142683221991
33131,1.582267049628896
33132,0.7231606742638804
33133,0.35143133951934313
33134,0.42703009966347355
33135,0.46378543247452997
33136,1.5772420374642317
33137,0.41579862158473585
33138,1.3349546835665977
33139,0.8168700379984097
33140,0.6387042215655635
33141,0.5308491288457118
33142,0.5989209048367247
33143,0.6668999951873017
33144,0.9339377928556963
33145,0.9376165799338267
33146,0.3653369949117689
33147,1.6685342498768387
33148,3.9271899520461933
33149,1.201496586583691
33150,2.060965979918262
33151,0.40284380210889137
33152,2.573087472926714
33153,1.0233485567588152
33154,1.0327367387722992
33155,0.7837134624527977
33156,3.0519425102784137
33157,0.7088480337211331
33158,0.7250227781118669
33159,1.5871859544235603
33160,0.1965931492577116
33161,1.5079022938700752
33162,0.3490922147126487
33163,0.7548787077732309
33164,0.6868268532878508
33165,0.3102714539204157
33166,0.8798674531970624
33167,1.0696589827362237
33168,0.5186908333440178
33169,1.0888680608009615
33170,0.9208273443401003
33171,1.9061826449741313
33172,0.5282305733599912
33173,1.1116901282522609
33174,0.21093820694443094
33175,0.8448009265864519
33176,0.5430702400053323
33177,1.015287056267719
33178,0.35772388742735917
33179,2.00446956566978
33180,1.0473947950282034
33181,0.49661143639926103
33182,1.9495801013486769
33183,0.839998569527121
33184,1.0909395305842076
33185,0.38659784129483665
33186,0.9172481200700966
33187,0.5507259915142885
33188,1.3401656418857182
33189,0.5231309420286577
