,0
86000,0.35365544968231294
86001,0.3852227033388609
86002,0.884563900282541
86003,0.6124902709424972
86004,2.210708952021224
86005,0.1365189254358261
86006,1.0413985417966014
86007,1.2044452724985877
86008,1.7504459157194165
86009,1.1696280701554447
86010,4.688017180316587
86011,1.2393437343074363
86012,0.6190445622823757
86013,0.3012632940754013
86014,1.1523404802871489
86015,2.439091649243154
86016,0.532388759621219
86017,0.4045290568957479
86018,0.8610811770029689
86019,4.50097558493991
86020,2.3758785318094904
86021,1.1987638084092722
86022,0.0
86023,4.894411207162518
86024,0.8424114607881104
86025,0.6964937867986247
86026,7.048795722588159
86027,0.4679742797374378
86028,4.943396567898032
86029,0.23637316121400467
86030,0.46032137404787843
86031,0.6353700160164297
86032,2.698150610119601
86033,2.93742009611572
86034,3.0431136490075947
86035,0.34915063584507505
86036,0.5324704658597922
86037,0.550534545283879
86038,2.2775086719225204
86039,2.4085501965652654
86040,0.39920839681526393
86041,1.9248452442691815
86042,0.9247839460423616
86043,0.3845519482628511
86044,0.3214672746284828
86045,1.334192112230077
86046,1.0540511054403126
86047,0.26223465557721054
86048,1.175166711904434
86049,0.18176988647666334
86050,1.1633465066487139
86051,1.9053783278081047
86052,0.9660262274334815
86053,1.3289856446545951
86054,0.8053955413989238
86055,1.3904402370544247
86056,1.936541807915555
86057,0.7131080785563673
86058,0.9439273780155514
86059,0.6870059139846619
86060,1.4329456001800798
86061,1.3466269753785125
86062,0.6586355592077869
86063,1.0390655535242674
86064,1.0998490299646324
86065,0.6290750683716223
86066,1.302828672455477
86067,0.3705587219206117
86068,0.9722859019837625
86069,1.2859566659575477
86070,2.365324196343221
86071,0.24863752915929357
86072,0.4450766197339641
86073,0.17018175885114512
86074,0.7359929145413353
86075,0.5695565718572899
86076,0.5870527239786976
86077,0.790800390219561
86078,3.3183355810356563
86079,3.003155484810515
86080,0.8627001221063638
86081,2.6750622818066185
86082,0.13641330933019039
86083,1.1260078947157022
86084,1.4022647297288835
86085,0.8226154457258106
86086,0.5931111761679884
86087,0.7783618163801236
86088,1.1633276170423845
86089,0.6823101242759995
86090,1.7952992675922452
86091,0.662414409575627
86092,1.2590909269229562
