,0
29000,1.8961722801901335
29001,2.4940225739776936
29002,3.3998045185053267
29003,0.7317736565459836
29004,0.5876114535801353
29005,1.1981106214619788
29006,0.7871298685256833
29007,0.259982537736664
29008,1.4634897188590388
29009,1.0213177703426908
29010,0.26391723596695704
29011,7.192483773077536
29012,3.850170361105636
29013,2.2761809904634553
29014,0.28273625563198046
29015,0.8510717385203986
29016,0.9764780865425388
29017,0.21580832289036608
29018,2.192572939161141
29019,1.7406620682486476
29020,1.2906773847694917
29021,0.4953591089037698
29022,1.6049184352457893
29023,0.35928456673181275
29024,1.0835758626591088
29025,0.6644044667340285
29026,0.3215433316820114
29027,2.8576825495700096
29028,0.4093864385484038
29029,1.8381761803548813
29030,1.7740494198670071
29031,0.9459916403246605
29032,4.082095840985736
29033,0.8997618575359103
29034,0.29966019351283696
29035,1.68665230675653
29036,1.4953443856185562
29037,0.3889617338166993
29038,0.42626268605488754
29039,1.0429782612640006
29040,1.9121436669198821
29041,0.5442621766964816
29042,2.3322207429205513
29043,1.1166468404005967
29044,0.5022347235160045
29045,1.0989025672375834
29046,2.2301516214484103
29047,2.224023555597339
29048,0.6843086320868994
29049,2.475031998807099
29050,0.8615855073573064
29051,1.251208739295812
29052,0.5228822854209051
29053,3.552798001302122
29054,0.8748266042285813
29055,1.0828207886452248
29056,2.240855099362149
29057,0.7541844428534479
29058,0.9822018162798549
29059,1.436972972269965
29060,0.3915670676540433
29061,0.7391126122512068
29062,1.6279006649485417
29063,0.2341564173000613
29064,0.5915165139542875
29065,1.1155989274969373
29066,1.390883409577626
29067,1.1439418892726185
29068,1.4132481254740905
29069,0.23819027189744735
29070,2.011368840852228
29071,0.6458452849277553
29072,1.9934574920918753
29073,0.7757054267789227
29074,0.636172698831829
29075,0.7903761321859781
29076,0.0
29077,1.1344483833763803
29078,3.5160129102229702
29079,2.817517498971363
29080,0.866926866223001
29081,1.1511269872137972
29082,0.9784989766070895
29083,3.381938701419698
29084,2.7882776888612217
29085,1.1248363298897406
29086,1.0618677136442
29087,1.1071598894354722
29088,0.1869129100905278
29089,0.4552928537921523
29090,0.3572856752685877
29091,0.897485781194211
29092,1.2066607124591653
29093,1.0341926477978727
29094,0.3700959361175332
29095,0.3300482134556859
29096,0.922360395270059
29097,0.9498755593700485
29098,0.8396154283172095
29099,0.701212405328255
29100,2.533100212041429
29101,0.7986375283610656
29102,3.104992194680844
29103,2.378518007995433
29104,0.7761204189295052
29105,1.1335952240693155
29106,0.7103530917582656
29107,1.9385631922948119
29108,2.126510995164633
29109,0.20735562611618025
29110,0.9196654001235173
29111,0.9565019299731016
29112,0.9890871965864074
29113,0.7594412702189753
29114,0.5461704106284985
29115,4.853178379261107
29116,0.7370468207593338
29117,1.1428041280406689
